,avg_loss,accuracy,diff_accuracy,diff_F1,diff_auc,diff_ap
0,1.099023229315985,0.3302978649109346,0.3890082196564193,0.5601142536752454,0.4999826931373632,0.3890080332186969
1,0.5948048827622486,0.7698071206391943,0.7698748903050324,0.6399982749760115,0.7255436444676754,0.6143267971984633
2,0.22865848230694308,0.9245034436179353,0.9247285767451263,0.8994357253239169,0.9139306518552732,0.8626534254965098
3,0.15353379085001104,0.951277056177607,0.9513459744818492,0.9362016820898399,0.945226773239859,0.9088636908434293
4,0.12841066436257212,0.9592440121479998,0.959284214492141,0.946871126472409,0.9544487627224368,0.9229677081297957
5,0.11561894112728342,0.9629656005770759,0.9629966138139849,0.9518376158461196,0.9588078344699341,0.9295057137912962
